Name,Country,Status,Formed In,Genre,Theme,Active,Spotify Popularity,Total Followers On Spotify
Altar of Sacrifice,Sweden,On hold,2004,Death Metal,Death| Paranoia| Schizophrenia,2004-?,0,0
Altar Stomper,Finland,Unknown,n,Death Metal,Unknown,,0,0
Altars,Australia,Split-up,2005,Death Metal,History| Metaphysics,2005-2016,0,0
Altars of Suffering,United States,Active,2010,Death Metal,Horror films,2010-present,0,0
Alter Christus,Canada,Split-up,1998,Death Metal,Death| Suicide| Hell,? (as Elvix)| 1998-?,0,0
Altercated,Poland,Active,2003,Death Metal,Unknown,2003-2012| 2015-present,0,0
Altered,Argentina,Split-up,1991,Death Metal,Unknown,1991 (as Agressor)| 1991-1998,0,0
Altered Dead,Canada,Active,2013,Death Metal,Unknown,2013-present,4,862
Altered Existence,United States,Active,1991,Death Metal,Death| Morbidity| Struggles,1991-present,0,0
Alterity,Argentina,Active,n,Death Metal,Unknown,,0,0
Amachine,New Zealand,Active,2009,Death Metal,Political| Social| Truth,2009-present,0,0
Amaduscias,Brazil,Active,2001,Death Metal,Honour| Truth,2001-present,0,0
Amaranhig,Philippines,Active,2012,Death Metal,Horror| Death| Zombies| Dark Supernatural Creatures,2012-present,0,0
Amaymon,France,Split-up,1992,Death Metal,Esotericism| Black Magic| Satan| Sacrifice,1989-1992 (as Deadly Dislocated)| 1992-?,0,0
Ambiguous,Switzerland,Unknown,n,Death Metal,Unknown,,0,0
Ambivalence,Ukraine,Active,2001,Death Metal,Problems of Morality| Frustration,2001-present,0,0
Amboss,Germany,Split-up,n,Death Metal,War| Death| Suicide| Insanity,,0,0
Ambrossia,Switzerland,Split-up,1994,Death Metal,Unknown,1994-2006,0,0
Ambush,Serbia,Active,2001,Death Metal,Society,2001-present,0,0
Amelus,Australia,Active,2013,Death Metal,Unknown,2013-present,0,0
Amenophis,Sweden,Split-up,1988,Death Metal,Unknown,1988-1993,0,0
Amenophis,United Kingdom,Split-up,n,Death Metal,Unknown,,0,0
Amenthes,United States,Active,2013,Death Metal,Occult| Oppresion| Horror| Mythology| Reality,2013-present,0,0
Amenthis,Brazil,Split-up,1993,Death Metal,Unknown,1993-?,0,0
Amentia,Germany,Split-up,n,Death Metal,Depression| War,,0,0
Amenty,Russia,Split-up,2006,Death Metal,Life after death| serial killers,2006-?,0,0
Amerced,United States,Active,1994,Death Metal,Unknown,1994-present,0,0
Amid Pain,United States,Split-up,1997,Death Metal,Unknown,1997-?,0,0
Ammonium,Russia,Active,2011,Death Metal,Death| War,2011-present,0,0
Amok,Czech Republic,Active,1999,Death Metal,Death| Gore| Brutality,1999-present,0,0
Amon,Poland,Split-up,n,Death Metal,Death| Amon,,0,0
Amon,United States,Active,1987,Death Metal,Satanism| Anti-Christianity| Death,1987-1989| 1989-present (as Deicide)| 2007-present,0,0
Among Disaster,Venezuela,Active,2011,Death Metal,Horror,2011-present,0,0
Among Gods,Norway,Active,2010,Death Metal,Unknown,2010-present,0,211
Amor e Morte,United Kingdom,Unknown,2004,Death Metal,Perverting,2004-?,0,0
Amorbital,Slovakia,Split-up,1993,Death Metal,Mythology,1993-2000,0,0
Amordeum,United States,Unknown,1999,Death Metal,Christianity,1999-?,0,0
Amorite,Hungary,Active,2014,Death Metal,Ancient Mythology| Spiritualism| Inner Suffering,2014-present,0,0
Amorph,Germany,Split-up,n,Death Metal,Unknown,,0,0
Amorphous Mass,United Kingdom,Split-up,n,Death Metal,Unknown,,0,0
Ampulex Dementor,Sweden,Active,2015,Death Metal,Unknown,2015-present,0,0
Amputate,Portugal,Active,2011,Death Metal,Gore,2011-present,0,0
Amputation,Netherlands,Changed name,2007,Death Metal,Gore,2007| 2007-2010 (as Brutal Assault),0,0
Amputation,Norway,Split-up,1988,Death Metal,Darkness| Death,1988-1990,0,0
Amputation,Russia,Split-up,1990,Death Metal,Death| Pain,1990-?,0,0
Amputation,United States,Split-up,n,Death Metal,Unknown,,0,0
Amputator,Russia,Split-up,1995,Death Metal,Death| Perversions| Gore,1995-?,0,0
Amputory,Finland,Active,2009,Death Metal,Death| Mutilation,2009-present,3,1276
Amüza,Japan,Active,2002,Death Metal,Death| Paranoia| Suffering,2002-present,0,0
Anacatarsis,Mexico,Active,2004,Death Metal,Unknown,2004-present,0,0
Anaiash,Poland,Split-up,1992,Death Metal,Unknown,1992 (as Bhaphomertus)| 1992-?,0,0
Anal Exorcism,United States,Active,2014,Death Metal,Unknown,2014-present,0,0
Anal Fister,Austria,Active,n,Death Metal,Unknown,,0,0
Anal Stench,Poland,Split-up,2001,Death Metal,Social Issues| Anti-Stalinism| Death,2001-2006| 2012,0,0
Anally Raped by Satan,United States,Unknown,2000,Death Metal,Gore| Horror| Death| Blood,2000-?,0,0
Analogy,United States,Split-up,n,Death Metal,Unknown,,0,0
Anaphilaxy,France,Split-up,n,Death Metal,Unknown,,0,0
Anaphora,Austria,Split-up,n,Death Metal,Unknown,,0,0
Anarchos,Netherlands,Active,2010,Death Metal,Death| Decay| Occult,2010-present,0,175
Anarchus,Switzerland,Split-up,1988,Death Metal,Death| Gore| Blood,1988-?,0,0
Anarco Terror,Italy,Active,2013,Death Metal,Horror| Death| Gore,2013-present,0,0
Anasarca,Germany,Active,1995,Death Metal,Death| Dying| Terminal Illness,1995-present,0,0
Anatema,Spain,Split-up,1991,Death Metal,Unknown,1991-?,0,0
Anathema,Finland,Split-up,1989,Death Metal,Unknown,1989 (as Funeration)| 1989-1991,0,0
Anathemized,Poland,Changed name,1992,Death Metal,Polish History| War,? (as Suffocation)| 1992-1996| 2011-2013| 2013-present (as Wardust),0,0
Anatomical Plastination,Mexico,Active,2015,Death Metal,Pathology| Gore,2015-present,0,0
Anatomy,United States,Split-up,2004,Death Metal,Gore| Sex| Medical Disasters,2004-?,0,0
Anatomy of I,Netherlands,Active,n,Death Metal,Unknown,,4,196
Anax,Brazil,Unknown,2000,Death Metal,Evil| Anti-Christianity| Death,2000-?,0,0
Ancestor,Brazil,Active,1996,Death Metal,Evil| Religion| Death,1996-present,0,0
Ancestor,United States,Active,1997,Death Metal,Death,1997-present,0,0
Ancestral,Canada,Active,1990,Death Metal,Unknown,1990-present,0,0
Ancestral,Chile,Active,2000,Death Metal,Death| Warriors| War| Vomit,2000-present,0,0
Ancestral Legion,Colombia,Split-up,2006,Death Metal,Doom| Violence,2006-?,0,0
Ancestral Malediction,Brazil,Active,1994,Death Metal,Antichristianity| Chaos| Religion,1994-present,0,0
Ancient Ascendant,United Kingdom,Active,2005,Death Metal,Anti-Religion| Inner strength| Will,2003-2005 (as Heretic)| 2005-present,1,850
Ancient at Birth,United States,Split-up,2005,Death Metal,Unknown,2005-2013,0,0
Ancient Balls,Greece,Unknown,2009,Death Metal,Unknown,2009-?,0,0
Ancient Crypts,Chile,Active,2012,Death Metal,Ancient pre-Columbian cultures| H.P. Lovecraft| Death,2012-present,0,0
Ancient Decay,United States,On hold,2011,Death Metal,Unknown,2011-present,0,0
Ancient Existence,Germany,Split-up,2000,Death Metal,Gore| Death| Hatred,2000-2010,0,0
Ancient Gods,United States,Active,1998,Death Metal,Aztec-Mayan Paganism,1998-present,0,0
Ancient Misery,Finland,Split-up,2000,Death Metal,death| suffering| misery,2000-2002,0,0
And All Was Lost,United States,Active,n,Death Metal,Unknown,,0,0
Andeathion,United States,Split-up,2000,Death Metal,Unknown,2000-2006,0,0
Anemia,Indonesia,Active,2008,Death Metal,Unknown,2008-present,0,0
Anencephalic,United Kingdom,Active,n,Death Metal,Unknown,,0,0
Anencephalus,Germany,Split-up,1994,Death Metal,Unknown,1994-2004,0,0
Anesthesia,Brazil,Changed name,1994,Death Metal,Unknown,1994-1998| 1998-present (as Abominattion),0,0
Aneurysm,United States,Split-up,1994,Death Metal,Murder| Necrophilia| Violence| Satanism,1994-?,0,0
Anfall Norr,France,Split-up,2008,Death Metal,Unknown,2008-2013,0,0
Angel Accelerator Death,Denmark,Split-up,n,Death Metal,Unknown,,0,0
Angel Death,Italy,Split-up,1984,Death Metal,Anti-Christianity| War,1984-1993,0,0
Angel Guts,United States,Active,2005,Death Metal,Satan| Anti-Christian,?-2005 (as Reverted)| 2005-present,0,0
Angel Negro,Colombia,Split-up,1991,Death Metal,Social Problems| Politics,1991-?,1,108
Angel's Decay,Slovakia,Active,1998,Death Metal,Unknown,1998-present,0,0
Angeldeath,United States,Active,2001,Death Metal,Satan| H.P Lovecraft| Transcendence,?-? (as Black Omen)| 2001-2004| 2009-present,0,0
Angelic Damnation,United Kingdom,Split-up,1998,Death Metal,Evil| Satanism| Death,1998 (as Just Another Victim)| 1998-2001| 2007-?,0,0
Angelic Rebellion,Philippines,Split-up,2006,Death Metal,Destruction,2006-2010,0,0
Angelus Infernus,United States,Split-up,2004,Death Metal,War| Anti-Christian themes,2004-?,0,0
Anger,Canada,Active,2014,Death Metal,Personal,2014-present,0,0
Anger,Poland,Split-up,1997,Death Metal,Lifeless| Death| Evil,1997-?,0,0
Angerise,Brazil,Unknown,2004,Death Metal,Nihilism| War| Death| Violence| Chaos,2004-?,0,0
Angerpath,Poland,Unknown,2007,Death Metal,Death| Violence| Gore| Suffering,2007-?,0,0
Angerseed,Hungary,Active,2007,Death Metal,Unknown,2007-present,0,0
Angerstorm,Chile,Split-up,2000,Death Metal,Brutality| Gore| Anti-scum,2000-?,0,0
Angist,Iceland,Active,2009,Death Metal,Destructive Behaviour| Degeneration| Human Misery,2009-present,0,0
Angoixa,Spain,Active,2014,Death Metal,Fantasy| Mythology| Death,2014-present,1,216
Angrist,Greece,Split-up,n,Death Metal,Unknown,,0,0
Anguish,Finland,Split-up,1989,Death Metal,Death| Gore| Suffering,1989-?,0,0
Anguish,United States,Active,n,Death Metal,Unknown,,0,0
Anhoxia,Chile,Split-up,2000,Death Metal,Life| Social Issues,2000-2006,0,0
Anima Inmortalis,Chile,Active,2001,Death Metal,Astral| Poetry| Philosophy| Life and Death,2001-present,0,0
Anima Vilis,Poland,Split-up,1991,Death Metal,Black Side of Life| Death| Devil| Human Minds,1991-1992 (as Zwiastun)| 1992-?,0,0
Animalator,Greece,Active,1995,Death Metal,Animal Rights,1995-?| 2008-present,0,0
Animals Grace,Germany,Split-up,1991,Death Metal,Unknown,1991-?,0,0
Animas,Spain,Split-up,1994,Death Metal,Unknown,1994-2001,0,0
Animate Death,Poland,Split-up,2002,Death Metal,Death| Fear,2002-?,0,0
Anime Torment,Czech Republic,Active,2007,Death Metal,Unknown,2007-present,0,0
Animhate,Italy,Active,2011,Death Metal,Unknown,2011-present,0,0
Animistic Evil,United States,Unknown,n,Death Metal,Unknown,,0,0
Animosity,Germany,Split-up,1999,Death Metal,Unknown,1999-?,26,23022
Animosity,Hungary,Split-up,n,Death Metal,Unknown,,26,23022
Ankle Deep in Blood,Australia,Split-up,2004,Death Metal,Gore,2004-?,0,0
Annaesseker,Indonesia,Active,2009,Death Metal,Unknown,2009-present,0,0
Annihilate,Peru,Active,2006,Death Metal,The Soul,2006-present,0,0
Annihilation,Denmark,On hold,2005,Death Metal,Gore| Death,2005-?,0,207
Annihilation Text,Canada,Split-up,2005,Death Metal,Unknown,2005-?,0,0
Annoyance,United Kingdom,Split-up,1990,Death Metal,Unknown,1990-?,0,0
Annunciation,United Kingdom,Active,2011,Death Metal,Death| Political,2011-present,0,0
Anomaly,Lithuania,Active,1993,Death Metal,Anti-religion,1993-present,0,0
Anomaly,United States,Active,2011,Death Metal,Unknown,2011-present,0,0
Anopheles,Brazil,Split-up,n,Death Metal,Agony| Problems| Humanity,,0,0
Anorexia,France,Split-up,1995,Death Metal,Unknown,1995-?,0,0
Anorkia,Brazil,Split-up,1990,Death Metal,Unknown,1990-?,0,0
Another World,Germany,Split-up,1994,Death Metal,Unknown,1994-2000,0,0
Anoxide,United Kingdom,Active,2012,Death Metal,Anti-Government| Humanity| Anger| Religion,2011-2012 (as War Machine)| 2012-present,0,0
Anphisbenah,Brazil,Unknown,1996,Death Metal,Unknown,1996-?,0,0
Antagonism,Italy,Active,2005,Death Metal,Unknown,2005-present,0,0
Antagonized,Panama,Active,2006,Death Metal,Death| War| Chaos| Human Behaviour| Insanity,2006-present,0,0
Antarctica,Norway,Split-up,1999,Death Metal,Destruction| Mutilation| Sadness,1999-2005,0,0
Antarctica,United States,Active,2009,Death Metal,Murder| Death| Life| Dark Humour,2007-2009 (as Dine upon the Flesh)| 2009-present,0,0
Antares,Poland,Changed name,1997,Death Metal,The Soul| Life,1997-2000| 2000-present (as Bloodpaint),0,0
Antarktis Utopia,Finland,Split-up,1997,Death Metal,Death| Tragedy| Suffering,1997-2009,0,0
Ante Mortem,Germany,Split-up,1992,Death Metal,Unknown,1992 (as Necrophiliac)| 1992-1993,0,0
Anthagonist,Canada,Split-up,1987,Death Metal,Unknown,1987-?,0,0
Antharia,Bolivia,Split-up,n,Death Metal,Unknown,?-2004,0,0
Anthem,Poland,Active,2005,Death Metal,Necronomicon| Magic| Anti-Religion| War| Darkness,2005-present,0,0
Anthracite,Germany,Active,2004,Death Metal,Unknown,2004-present,0,0
Anthrocite,United Kingdom,Split-up,2006,Death Metal,Unknown,2006-?,0,0
Anthrophagus,Belgium,Active,2007,Death Metal,Causing Mental and Physical Pain,2007-present,0,0
Anthropinism,Chile,Split-up,1990,Death Metal,Death| depression,1990-?,0,0
Anthropophagical Warfare,Brazil,Split-up,2001,Death Metal,War| Death| Damnation,2001-?,0,0
Anthropophagus,Canada,Split-up,n,Death Metal,Unknown,,0,0
Anthrovore,United States,Active,2006,Death Metal,Gore| Death,2006-present,0,0
Anticipation,Germany,Split-up,2001,Death Metal,Christianity| Faith| Struggles of Life,2001-?,0,0
Anticristo,Mexico,Split-up,1988,Death Metal,Anti-Christianity| Satanism,1988-?,0,0
Antipathy,United States,Active,n,Death Metal,Unknown,,0,0
Antiquarium,Mexico,Split-up,n,Death Metal,Unknown,,0,0
Antisemitex,Poland,Active,1997,Death Metal,NS| Holocaust,1997-present,0,0
Antisma,United States,Split-up,1991,Death Metal,Satanic| Occult,1991-?,0,0
Antisocial,Thailand,Split-up,1998,Death Metal,Unknown,1998-?,0,0
AntiVoid,Portugal,Active,2012,Death Metal,Unknown,2005-2012 (as The Endgate)| 2012-present,0,0
Anton,Mexico,Active,1994,Death Metal,Satan| Death| Chaos| Hate| Destruction,1994-present,0,0
Antrochaotic,Brazil,Active,2002,Death Metal,Unknown,2002-present,0,0
Antrodemus,Indonesia,Active,2007,Death Metal,Death| Mythology,2007-present,0,0
Antropomorfia,Spain,Split-up,1989,Death Metal,Gore| Death,1989-?,0,0
Antropomorphia,Netherlands,Active,1989,Death Metal,Death| Gore| Perversion| Necrophilia,1989-1990 (as Dethroned Empire)| 1990-1999| 2009-present,0,0
Antrum,Argentina,Active,2015,Death Metal,Unknown,2015-present,0,0
Antrum,Poland,Split-up,1993,Death Metal,Unknown,1993-?,0,0
Anubis,Sweden,Active,2006,Death Metal,Mythologies| Ancient Cultures,2006-present,0,0
Anxiety,Switzerland,Active,1995,Death Metal,Unknown,1995-present,0,0
Aparathus,Germany,Active,2006,Death Metal,Unknown,2006-present,0,0
Apathy,United Kingdom,Split-up,1992,Death Metal,Unknown,1992-?,0,0
Apeiron,Colombia,Changed name,1999,Death Metal,Unknown,1999-2002| 2002-2005 (as Cysted),0,260
Apex,United States,Split-up,n,Death Metal,Unknown,,0,0
Aphelion,France,Split-up,2004,Death Metal,Unknown,2004-?,0,0
Aphelion,Germany,Split-up,2000,Death Metal,Disgust| Depression| Agony,2000-?,0,0
Aphob,France,Split-up,1994,Death Metal,Hate| Anger,1994-?,0,0
Aphoristic Style,Germany,Split-up,1993,Death Metal,Unknown,1993-1996,0,0
Aphotic,United States,Active,2016,Death Metal,Unknown,2011-2016 (as Betray the Prophet)| 2016-present,0,0
Aphyxion,Denmark,Active,2006,Death Metal,Death| Hate| Pain,2006-present,28,7518
Apnea,United States,Active,1999,Death Metal,Unknown,1999-present,0,0
Apoc Death,United States,Split-up,1993,Death Metal,Death| Doom| Destruction,1993-1995| 1993-?,0,0
Apocalypse Warhead,Finland,Active,2001,Death Metal,Death| Destruction| Evil| War,2001-present,1,53
ApocalypseHead,United States,Active,2004,Death Metal,Unknown,2004-present,0,0
Apocalypsis,Canada,Split-up,n,Death Metal,Unknown,,0,0
Apocalyptic,Poland,Split-up,1992,Death Metal,Unknown,1992-?,0,0
Apocalyptic,Spain,Split-up,1996,Death Metal,Unknown,1996 (as Apocalyptic Devastation)| 1996-2000| 2008-2009,0,0
Apocalyptic Domination,Chile,Split-up,2012,Death Metal,Chaos| Violence| Ignorance,2012-2015,0,0
Apocalyptic Fear,Canada,Split-up,1991,Death Metal,Death| Hate| Darkness,1991-1994,0,0
Apocalyptic Horror,United States,Active,1993,Death Metal,Unknown,1993-1995| 2005-present,0,0
Apocalyptic Visions,United States,Split-up,2001,Death Metal,Hatred| Anti-Humanity| Anti-Christian,2001-2012,0,0
Apocrafyx,United States,Split-up,1992,Death Metal,Death| Despair| Misery,1992-1994,0,0
Apocryfal,Finland,Active,2009,Death Metal,Death| Mythology| Religion,2009-present,0,0
Apocryphal,Mexico,Split-up,1994,Death Metal,Sadness| Death| Darkness,1994-?,0,55
Apocryphal,United States,Active,2012,Death Metal,Death| Gore| Horror,2012-present,0,55
Apogem,Poland,Split-up,n,Death Metal,Unknown,,0,0
Apollyn,United States,Changed name,1994,Death Metal,Gore| Blasphemy,1994-1997| 1997-present (as Evil Incarnate),0,0
Apollyon,Canada,Active,2014,Death Metal,Death| Addiction| Insanity| Spirit|,2014-present,0,0
Apontokation,Spain,Active,2009,Death Metal,Unknown,2009-present,0,35
Apophis,Germany,Active,1990,Death Metal,Death| Egyptian Mythology| Occultism,1989-1990 (as Raise Hell)| 1990-present,0,174
Apophis,Germany,Active,1990,Death Metal,Death| Egyptian Mythology| Occultism,1989-1990 (as Raise Hell)| 1990-present,0,50
Apophizys,Brazil,Active,2012,Death Metal,Destruction| Gore| Humanity,2005-? (as SlaughterFleshcult)| 2012-present,0,0
Apoplexy,Finland,Changed name,1990,Death Metal,Suffering| murder| death,1990-1993| 1993-present (as Excrement),0,116
Apoplexy,France,Unknown,1992,Death Metal,Unknown,1992-?,0,116
Apoplexy,Slovakia,Split-up,1993,Death Metal,Unknown,1993-2000,0,116
Apoptosis,Bolivia,Split-up,2007,Death Metal,Unknown,2007-?,0,0
Aposento,Spain,Active,1990,Death Metal,Satanism| Anti-religion| Death| Gore| Horror,1990-1997| 2012-present,4,699
Apostas,Romania,Split-up,1992,Death Metal,Unknown,1992-?,0,0
Apostasia,Brazil,Split-up,1989,Death Metal,Unknown,1989-?,0,0
Apostasia,Italy,Split-up,1995,Death Metal,Unknown,1995-?,0,0
Apostasy,Australia,Split-up,1990,Death Metal,Unknown,1990-?,0,0
Apostasy,Canada,Split-up,2000,Death Metal,Death| Destruction| Apocalypse| Religion| Satanism,2000-?,0,0
Apostasy,Germany,Split-up,2001,Death Metal,Unknown,2001-2003,0,0
Apostasy,United States,Split-up,1991,Death Metal,Black Arts,1991-1995,0,0
Aposthem,France,Active,2006,Death Metal,Unknown,2006-present,0,0
Apostle of Dementia,France,On hold,1997,Death Metal,Unknown,1997-present,0,0
Apotemnophobia,Mexico,Active,2013,Death Metal,Unknown,2013-present,0,0
Apotheoses,Germany,Split-up,1995,Death Metal,Unknown,1995-1996,0,0
Approached by a God,Canada,Active,2004,Death Metal,Society| Life| Violence,2004-present,0,0
Apriori Death,Colombia,Active,2006,Death Metal,Death| Society| Violence,2006-present,0,0
Aprosopy,Germany,Active,1997,Death Metal,Unknown,1997-2002| 2009-present,0,0
Aquelarre,Peru,Changed name,2000,Death Metal,Unknown,2000-?| ?-present (as Dissector),0,0
Arabian Death Mask,United States,Active,2012,Death Metal,Unknown,2012-present,0,0
Arachne,Czech Republic,Split-up,2000,Death Metal,Unknown,2000-?,0,0
Arachnid,Malta,Split-up,1996,Death Metal,Movies| Social Issues,1996-2008| 2010-2011,0,0
Arachnids,Nepal,Split-up,2006,Death Metal,Atheism| Hinduism| War,2006-?,0,0
Arachnophobia,Ukraine,Split-up,1992,Death Metal,Sadism| Violence| Narcotism| Anti-warfare| Mysticism,1992-1994,0,0
Arakhne,International,Active,2008,Death Metal,Unknown,2008-present,0,0
Aramaic,United Arab Emirates,Active,2011,Death Metal,Aramean history| Assyro-Babylonian civilization| Myths| Folktales| Religion,2011-present,0,0
Aratron,Netherlands,Active,2000,Death Metal,War| Religion| Destruction of mankind,2000-2002| 2008-present,0,9
Arbiter,United States,Split-up,2005,Death Metal,Misanthropy| Destruction| Environment,2005-?,0,0
Arbitrator,United States,Changed name,2005,Death Metal,Prophetic| Political,2005-2012| 2012-present (as Galaxy Crusher),0,0
Arcane,El Salvador,Split-up,2002,Death Metal,Apocalypse| Destruction| Darkness,2002-2007,0,0
Arcane,Netherlands,Split-up,1996,Death Metal,Darkness| Death,1996-?,0,0
Arcane Aeon,Brazil,Split-up,2001,Death Metal,Unknown,2001-2010,0,0
Arcanum,Austria,Split-up,2004,Death Metal,Unknown,2004-2009,0,0
Archaic Icon,France,Active,1999,Death Metal,death| social| destruction,1999-?| 2012-present,0,0
Archaic Thorn,Germany,Active,2010,Death Metal,Occult,2010-present,0,0
Archaios Ophios,Russia,Split-up,2003,Death Metal,Occult| the Cthulhu mythos,2003-2008,0,0
Archanger,Poland,Split-up,1999,Death Metal,Death| Darkness| Sadness,1999-2006,0,0
Archegonus,Chile,Active,1998,Death Metal,Unknown,1993-1996 (as Utopia)| 1997-1998 (as Delirium Tremens)| 1998-present,0,0
